"Type 1","Type 2","Type 3","Type 4","Type 5","taxon_id","Genus"
FALSE,FALSE,TRUE,FALSE,FALSE,"713362abd8c4912d6c7d4caa1e766625","Pir4_lineage"
TRUE,FALSE,TRUE,FALSE,FALSE,"5e75994e109e5e60edd869e18ac9e50a","Gemmata"
FALSE,FALSE,FALSE,FALSE,TRUE,"d78c7661f8e59acd50c80e8f2fd19582","Fimbriiglobus"
TRUE,FALSE,FALSE,FALSE,FALSE,"c89aa29e55284c3120bbcee0177c18b9","Planctomycetales_o"
FALSE,TRUE,FALSE,TRUE,FALSE,"d27a5dbc45888651009c7373394586e2","Planctomycetes_c"
FALSE,FALSE,FALSE,TRUE,FALSE,"7515c96cc69c940c2521d2ed4ac90adc","67-14"
FALSE,TRUE,FALSE,FALSE,FALSE,"4518e5b3f462a669d90839f07bd8c881","Conexibacter"
FALSE,FALSE,FALSE,FALSE,TRUE,"dcf66aa40723a77eaf2bb42cb2c63f73","Patulibacter"
FALSE,TRUE,FALSE,FALSE,TRUE,"e26b0fa334d8f338ba34578cb7c0d3cc","Parviterribacter"
TRUE,TRUE,TRUE,TRUE,FALSE,"5bd3af0138e11ba03030ffee3ff0d14d","Acidimicrobiia_c"
TRUE,TRUE,TRUE,TRUE,TRUE,"4748e8a42d43b5abde091a50264f9a92","Blastococcus"
FALSE,TRUE,FALSE,TRUE,TRUE,"261dfeeb6c011ef257861b2a0fe3bb7d","Brevibacterium"
TRUE,TRUE,TRUE,TRUE,TRUE,"81e7661c8ebb6e0fc435211e9aa6a47c","Kocuria"
TRUE,TRUE,TRUE,TRUE,TRUE,"443fb2d16fc7d839c24c5a7a7826dec6","Rothia"
FALSE,FALSE,TRUE,FALSE,FALSE,"07f823ed91fe424a88e175a9101db80f","Kytococcus"
FALSE,TRUE,TRUE,TRUE,TRUE,"db1e0886cb9529333a47b8ff4347c63b","Intrasporangiaceae_f"
FALSE,TRUE,TRUE,FALSE,FALSE,"21673413c8312614eaf4f3f0e9ac6eba","Knoellia"
TRUE,TRUE,TRUE,TRUE,TRUE,"873b0b68e099323e1d2ca5d17606a11d","Pseudoclavibacter"
FALSE,TRUE,FALSE,FALSE,FALSE,"e3cf88a0fc4731af23d477c14f7f8de6","Galbitalea"
FALSE,FALSE,TRUE,FALSE,FALSE,"46b0ba5afe1e2b9268573006c628405a","Plantibacter"
FALSE,FALSE,FALSE,TRUE,FALSE,"bff2858a173d483d7604323d8fc9a6e9","Diaminobutyricimonas"
FALSE,FALSE,FALSE,TRUE,FALSE,"9ac455d7d7a26fed46036043403628e6","Agrococcus"
TRUE,TRUE,TRUE,TRUE,TRUE,"c123804c63e25b6390ad734e64c31e6c","Microbacterium"
TRUE,TRUE,TRUE,TRUE,TRUE,"f889bb2bb25f73012084bb11ae950a17","Microbacteriaceae_f"
TRUE,TRUE,TRUE,TRUE,TRUE,"0db1ad2d6b4b45fa3e3e40aa9f5ee692","Janibacter"
TRUE,FALSE,FALSE,FALSE,FALSE,"c8f0916f6fd2f533a204b73879084a4f","Cellulomonas"
FALSE,FALSE,TRUE,FALSE,FALSE,"2235fb3906484370e48c37388c4cd746","Promicromonospora"
FALSE,FALSE,FALSE,FALSE,TRUE,"79c2d824228c4d17533d54fa05f593ed","Terrabacter"
TRUE,TRUE,TRUE,TRUE,TRUE,"2babd2316a955b8126c1d574928eded1","Arsenicicoccus"
FALSE,FALSE,FALSE,FALSE,TRUE,"79efcc373159c11685c8a7343b8e0cd9","Ornithinicoccus"
TRUE,TRUE,FALSE,TRUE,TRUE,"978d54ee5abc9bf229fa247683b8d7f2","Dermabacter"
TRUE,FALSE,TRUE,TRUE,TRUE,"f5f63b20073a5689ec99521de809cfa9","Brachybacterium"
TRUE,TRUE,TRUE,TRUE,TRUE,"aa84576af3343730c84146140496a807","Calidifontibacter"
TRUE,TRUE,TRUE,TRUE,TRUE,"2bec1063c452ea81ad6d1f8ea021d50d","Yimella"
TRUE,FALSE,FALSE,FALSE,FALSE,"041a808460c3e20eb708113a5ae6533d","Mobilicoccus"
TRUE,TRUE,TRUE,TRUE,TRUE,"f88845e22ed4975c40c05e8f527554b3","Piscicoccus"
TRUE,TRUE,TRUE,TRUE,TRUE,"73664aa4932bcfe5379274e489d0bf1c","Micrococcus"
TRUE,TRUE,TRUE,TRUE,TRUE,"8c78f224069832cd7fd7e9efcf616ab9","Dermacoccus"
TRUE,TRUE,TRUE,TRUE,TRUE,"13b8688bc0b096a8da1566d3bb25a9db","Williamsia"
TRUE,FALSE,TRUE,FALSE,TRUE,"c3241e1fde3826e45858fd4cd3f070d5","Streptomyces"
TRUE,TRUE,TRUE,TRUE,TRUE,"0de497e4baa9d071845afc073d10fba6","Gordonia"
TRUE,TRUE,TRUE,TRUE,TRUE,"a1d949f27725f089c27c233027c5f692","Rhodococcus"
FALSE,FALSE,FALSE,TRUE,FALSE,"79ab60724f24643048b657b079f00b4b","Corynebacteriales_o"
