"analysis","retention_rule","samples","asvs_before_filter","asvs_after_filter","asvs_removed","reads_before_filter","reads_after_filter","reads_removed","reads_retained_pct"
"tenton","taxa_sums > 10",50,1855,1190,665,847149,843691,3458,99.5918073443987
