"Type 1","Type 2","Type 3","Type 4","Type 5","taxon_id","Genus"
FALSE,FALSE,FALSE,FALSE,TRUE,"da903c8d827a0808b8325dd9585b5c08","Burkholderia-Caballeronia-Paraburkholderia"
TRUE,TRUE,FALSE,TRUE,FALSE,"84b98c898e7a9a2d3f9b1be2df4908c7","Lautropia"
TRUE,FALSE,FALSE,FALSE,FALSE,"8d8da6172e2c91f26a13e27dea7fcb95","Coxiella"
TRUE,FALSE,TRUE,TRUE,FALSE,"01a417c3176de0348b0ca6ceefbd4491","Legionella"
FALSE,FALSE,FALSE,FALSE,TRUE,"f74d3e35b55e74c8e5323eeb0f436f14","Methylomonas"
TRUE,FALSE,FALSE,FALSE,FALSE,"2eb5f39293ce179eff805fa32d12a432","Alishewanella"
TRUE,FALSE,FALSE,FALSE,FALSE,"a2e29f5d7001469edc6a394262a51f75","Erwiniaceae_f"
FALSE,TRUE,FALSE,FALSE,FALSE,"8fa0171ff9cdc7f7e3d869c458a4a73a","Raoultella"
FALSE,TRUE,TRUE,TRUE,TRUE,"3444f19e0cb194dfbd485cc396c59f71","Haemophilus"
TRUE,TRUE,TRUE,TRUE,TRUE,"5325c97ed1a497a5a586815b59aed735","Enhydrobacter"
TRUE,FALSE,TRUE,TRUE,FALSE,"5d7c35adf23e3104ee8e2886a1194c17","Acinetobacter"
TRUE,TRUE,TRUE,TRUE,FALSE,"2c87af46c878a9884a0e448e106cfe42","Pseudomonas"
FALSE,TRUE,FALSE,FALSE,FALSE,"29426558992083b53aba3b5adfb62ebc","Cellvibrio"
FALSE,TRUE,FALSE,TRUE,FALSE,"38ce145ffdcca956e2be1b6f332f8afb","Bdellovibrio"
FALSE,FALSE,TRUE,FALSE,FALSE,"71ddab1f3aa488f911f2b333353e2f78","Oligoflexaceae_f"
FALSE,FALSE,FALSE,TRUE,FALSE,"8513c3d7e955e463f8fb4b0e3f8ca6b0","Gastranaerophilales"
FALSE,FALSE,TRUE,FALSE,FALSE,"6e84be0d93bffb85cad87ffe27fc41f9","Coriobacteriales_o"
FALSE,FALSE,TRUE,TRUE,FALSE,"9e0c133b35d63be7741321765a951d0e","Olsenella"
TRUE,TRUE,TRUE,TRUE,FALSE,"543ac8da8a84103fde70c9ee9ccf3aeb","Atopobium"
FALSE,FALSE,FALSE,TRUE,FALSE,"9b21b487cca15d9243173e6003fe5f67","Gemmatimonadaceae_f"
FALSE,FALSE,FALSE,TRUE,FALSE,"f8e719549495b584e09aed57e8d9b853","Gemmatimonas"
FALSE,FALSE,TRUE,FALSE,FALSE,"db9c46272955268b239e5d89618d7ac1","Berkelbacteria"
FALSE,TRUE,FALSE,FALSE,FALSE,"259733dd148441d7853462e466b51c86","SM1A02"
FALSE,FALSE,TRUE,FALSE,FALSE,"4e9ca07dcaec7e38e8c0689eb78540e3","Paludisphaera"
TRUE,FALSE,TRUE,TRUE,FALSE,"8accb7ac69a09173bb86ac2883b7dff7","Isosphaeraceae_f"
FALSE,FALSE,FALSE,TRUE,FALSE,"21967f8f24338037507b06be0cbaa356","Pirellula"
FALSE,FALSE,TRUE,FALSE,FALSE,"86d9f851fe319e04da6496f277487456","Pirellulaceae_f"
FALSE,FALSE,TRUE,TRUE,FALSE,"713362abd8c4912d6c7d4caa1e766625","Pir4_lineage"
FALSE,TRUE,FALSE,FALSE,FALSE,"d2b0b2aee1af0c2d0b268bbdd47e2924","Gemmataceae_f"
TRUE,FALSE,TRUE,FALSE,FALSE,"5e75994e109e5e60edd869e18ac9e50a","Gemmata"
TRUE,FALSE,FALSE,FALSE,FALSE,"c9b3032f54d5eae836e9bbc111d61d57","SH-PL14"
FALSE,TRUE,FALSE,FALSE,FALSE,"c0948aae3210c6d223a5b3ac7bc18fb0","Planctomicrobium"
FALSE,TRUE,FALSE,TRUE,FALSE,"d27a5dbc45888651009c7373394586e2","Planctomycetes_c"
FALSE,FALSE,FALSE,TRUE,FALSE,"7515c96cc69c940c2521d2ed4ac90adc","67-14"
FALSE,TRUE,FALSE,FALSE,FALSE,"4518e5b3f462a669d90839f07bd8c881","Conexibacter"
FALSE,FALSE,FALSE,FALSE,TRUE,"dcf66aa40723a77eaf2bb42cb2c63f73","Patulibacter"
TRUE,FALSE,FALSE,TRUE,TRUE,"e26b0fa334d8f338ba34578cb7c0d3cc","Parviterribacter"
FALSE,FALSE,FALSE,TRUE,TRUE,"292254d46addbc010ae77b2aad22c07b","Microtrichales_o"
FALSE,TRUE,TRUE,FALSE,FALSE,"5bd3af0138e11ba03030ffee3ff0d14d","Acidimicrobiia_c"
TRUE,TRUE,TRUE,TRUE,TRUE,"4748e8a42d43b5abde091a50264f9a92","Blastococcus"
FALSE,FALSE,FALSE,TRUE,TRUE,"261dfeeb6c011ef257861b2a0fe3bb7d","Brevibacterium"
TRUE,TRUE,TRUE,TRUE,TRUE,"81e7661c8ebb6e0fc435211e9aa6a47c","Kocuria"
