"tips","internal_nodes_before","internal_nodes_after","edges_before","edges_after","zero_length_edges_before","zero_length_edges_after","rooted_before","binary_before","binary_after","tip_set_preserved"
1689,1683,1688,3371,3376,113,118,TRUE,FALSE,TRUE,TRUE
