"ASV"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Abundance.TrueSample"	"Abundance.Control"	"Prevalence.TrueSample"	"Prevalence.Control"	"PrevalencePercent.TrueSample"	"PrevalencePercent.Control"	"contam_th01"	"contam_th02"	"contam_th03"	"contam_th04"	"contam_th05"	"contam_th06"	"contam_th07"	"contam_th08"	"contam_th09"
"308"	"653031199ed0ae5648c816429d97b622"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	1.26508369015181e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"309"	"a84eab2d5e42031cca2e061d26064c01"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	8.4459165232095e-05	0	5	0	10	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"310"	"6a50b2c0029ed28caf25313960e5befa"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	1.35811900517783e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"311"	"048f4634b52d147dc183cae3a575e29c"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	2.95591826243413e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"312"	"796955b548bf9d0c0bbd355466a48568"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	3.8555455596967e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"313"	"fe3c004d8197f1b22882116b5be2deda"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	6.66966686160339e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"314"	"cd75e2e81b81e0d4619b75a844c93946"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"Mogibacterium"	"Mogibacterium_g"	3.2360714093091e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"315"	"fab4e6f2ff0d67c9da977d16fc3cb422"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium]_nodatum_group"	"[Eubacterium]_nodatum_group_g"	0.000165440245545023	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"316"	"bb18bc9335c48da9de43074e613edc9f"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium]_nodatum_group"	"[Eubacterium]_nodatum_group_g"	6.81198910081744e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"317"	"20d75890ee83f1dc28af464610366daf"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium]_nodatum_group"	"[Eubacterium]_nodatum_group_g"	2.61821228465204e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"318"	"bd70ff86d44ce073392ba44cc682ed77"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"S5-A14a"	"S5-A14a_g"	1.15666366790901e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"319"	"25b44bf5f82a916683e7f381a2acad4d"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"S5-A14a"	"S5-A14a_g"	2.25580870742161e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"320"	"406d362cac872c8bd9619cf741368304"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"S5-A14a"	"S5-A14a_g"	5.5996266915539e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"321"	"6bb612d313062e2f1f0ef2b5f6ca5478"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"S5-A14a"	"S5-A14a_g"	1.02814548258579e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"322"	"21aa4b4f658decb90eb33740ce2886c0"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Anaerovoracaceae"	"[Eubacterium]_brachy_group"	"[Eubacterium]_brachy_group_g"	6.00907186227224e-05	0	5	0	10	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"323"	"c8a6218790712b8c08f605b865c6e497"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Paeniclostridium"	"Paeniclostridium_g"	2.58966722776123e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"324"	"58dee1d98d22c2f622c9d3fa586c2e4e"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	"Romboutsia_g"	1.52788388082506e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"325"	"451395a98eafed02c6a24f3dafbaa13d"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	"Romboutsia_g"	8.87508320390504e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"326"	"a13dce895add088f18d0e430280854b1"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	"Romboutsia_g"	8.73739280513457e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"327"	"b8f3a13c9cc30a48a4a180b2652d7da5"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Romboutsia"	"Romboutsia_g"	1.3219498760672e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"328"	"ca98c2f71fa7860e8be3b69cc0e6c6c1"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptostreptococcaceae_f"	"Peptostreptococcaceae_f"	1.1883541295306e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"329"	"94280c1f9f716fbaaac5ea7d1925a3ac"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptostreptococcus"	"Peptostreptococcus_g"	3.31881213023675e-05	0	3	0	6	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"330"	"a83495dff0972c62c06ce867c00b7fa8"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Peptostreptococcus"	"Peptostreptococcus_g"	2.13413996139507e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"331"	"054a3d89b18fe9efb721eae0b64f969b"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor_g"	2.09456982772163e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"332"	"7eec12da6222538ec66ac1a2888d6aa8"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Filifactor"	"Filifactor_g"	2.09456982772163e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"333"	"6726658e6ed1b518f3cdae63d51007c1"	"Bacteria"	"Firmicutes"	"Clostridia"	"Peptostreptococcales-Tissierellales"	"Peptostreptococcaceae"	"Proteocatella"	"Proteocatella_g"	1.55313956068338e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"334"	"945e794b770ad70eed407c3483ad60ae"	"Bacteria"	"Firmicutes"	"Clostridia"	"Eubacteriales"	"Eubacteriaceae"	"Acetobacterium"	"Acetobacterium_g"	0	0.000427924148347038	0	1	0	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"335"	"18ceb20f4a0682ada2a5849583d8a6eb"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_1"	"Clostridium_sensu_stricto_1_g"	2.89314045730285e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"336"	"8b9e29f5765766ac33b2527c18d32b7c"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_1"	"Clostridium_sensu_stricto_1_g"	1.44410465511383e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"337"	"5209b834a95dfd74256ec5c407d9db7f"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_1"	"Clostridium_sensu_stricto_1_g"	8.39944003733085e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"338"	"b55b0efc0da8f7009505a40d6b04c82f"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_1"	"Clostridium_sensu_stricto_1_g"	4.58365164247517e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"339"	"26d0a0cd5158b1bd403a1da61b616ec3"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"Clostridium_sensu_stricto_1"	"Clostridium_sensu_stricto_1_g"	8.48824378236143e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"340"	"d5a4ec4339c4955f94811de7690ef425"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Leptotrichiaceae"	"Leptotrichia"	"Leptotrichia_g"	1.10381367625145e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"341"	"79771f5514eae281f82fbfed144252d1"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium_g"	0	0.00117969494756911	0	1	0	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"342"	"71c05ef4f89bfda417762c6a3a199da5"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium_g"	1.26508369015181e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"343"	"c70da99b564b8891f929a4eae3dd9a8c"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium_g"	1.54221822387868e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"344"	"e6859f59dc65a27e30f6a546676c36cc"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium_g"	6.2837094831649e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"345"	"fa687d1012e19841b62a4679e2a437e5"	"Bacteria"	"Fusobacteriota"	"Fusobacteriia"	"Fusobacteriales"	"Fusobacteriaceae"	"Fusobacterium"	"Fusobacterium_g"	5.09294626941686e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"346"	"5d0eb62dba6c890c68a2de60d6312fdf"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Mycoplasma"	"Mycoplasma_g"	0	0.00127568454143697	0	1	0	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"347"	"9fefd787937a9bd507d35ab44c48350b"	"Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	"Thermicanus_g"	0	0.000780332270515187	0	1	0	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"348"	"55c1bf0d6dd4d60ff0184f2659a266f4"	"Bacteria"	"Firmicutes"	"Bacilli"	"Thermicanales"	"Thermicanaceae"	"Thermicanus"	"Thermicanus_g"	0	0.000377580130894445	0	1	0	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"349"	"75db1f48ddfc533dd67d12d70f3a5beb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"Turicibacter_g"	6.609749380336e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"350"	"a5dd882b4a1e48909e5c51966530bf29"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"Turicibacter_g"	5.41615023576715e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"351"	"35a00bfbab576eb2b19f3b0a044f41f2"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Turicibacter"	"Turicibacter_g"	1.22219506233195e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"352"	"92439753fa9d8bf5da75e3ee7c14e69f"	"Bacteria"	"Firmicutes"	"Bacilli"	"Acholeplasmatales"	"Acholeplasmataceae"	"Anaeroplasma"	"Anaeroplasma_g"	3.08948223470534e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"353"	"9063b20dfbc335a7dd53dd5b67d59597"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Erysipelothrix"	"Erysipelothrix_g"	1.07290381417306e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"354"	"73948445c2534487d73c1402eb9ca852"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Bulleidia"	"Bulleidia_g"	0.000140143257552164	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"355"	"247d602f05f66004cc0ed1b3836024b1"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	"Solobacterium_g"	1.10881507988509e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"356"	"777af065fba986b3744a73d72c79c51d"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	"Solobacterium_g"	1.48598924426833e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"357"	"d4fba5d04794b4e6f50942386dd560c9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	"Solobacterium_g"	7.51032669921142e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"358"	"677c8cf4c508580e3c066ee63bd5cada"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	"Solobacterium_g"	1.44729752429339e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"359"	"e7b34c409013003481efa65b7f7e3b93"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelotrichaceae"	"Solobacterium"	"Solobacterium_g"	9.97174671763337e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"360"	"5de75a73be3109110266de0a2c4b48d4"	"Bacteria"	"Firmicutes"	"Bacilli"	"Erysipelotrichales"	"Erysipelatoclostridiaceae"	"Erysipelotrichaceae_UCG-003"	"Erysipelotrichaceae_UCG-003_g"	4.86570650058388e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"361"	"4ccb80d22b44ab5e9b9046f98977d7bc"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	2.41604252234839e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"362"	"a7b28cd50c535e8ead66ba31640df40c"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	8.94854586129754e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"363"	"99b77eecdf7d4aa8c432468a2ab4dd0e"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	8.94854586129754e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"364"	"e80281414450308eb353c9d4ba26b564"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	2.25580870742161e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"365"	"6520d3c7a4cdf20bee1f93f393ebcaff"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	1.31882624464227e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"366"	"45d4b81dcdf10f08e2fbe0a21cec2106"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	9.07212338087798e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"367"	"7831ded805f91b30c7b978a266c866e4"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	8.99627297262563e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"368"	"dc4c06e76c80792a6dd6a5170e96a392"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	0.00972157769875567	0.000131077216396568	19	1	38	20	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"369"	"f24a2b23666d5475afca7ae94042d4fd"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	0.000854500052379862	0	7	0	14	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"370"	"97a96f227b5f9223f5a8a4d5ffedfec1"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	4.75059382422803e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"371"	"23d171acc6abd7a3b01835aa1586b272"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	3.5428157333226e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"372"	"beb20ef494d6232af88af5f79dea8650"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	3.49011135117168e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"373"	"664c2b8bfdaa6494e945fc2da1e58bad"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	0.00061807493850237	0	8	0	16	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
"374"	"1031ce3fe0b94a54c12e383ae5abf180"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	5.99027668949658e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"375"	"ea3f56463807dcd773adc030b8cd5d7e"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	0.000445362498475302	0	4	0	8	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"376"	"9073ab0471335f19d68073228d0d8fa4"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	2.73763033938564e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"377"	"b3964fac24711d887521df6522985014"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	5.89278470848991e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"378"	"30249c898cd806b95b869fc06c5a6fec"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	1.44684344009374e-05	0	2	0	4	0	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE
"379"	"a426da67f474e95bd6883cb451d2556b"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	1.30657956136258e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"380"	"b310e41113f241eb4c4d1c90afa32dbb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	3.18250751567978e-05	0	3	0	6	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"381"	"37b4c0a646eae759abc52f351da357fb"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	9.77756049865559e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"382"	"cf9ea686e73af7e1213fb5a0adf1d848"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	0.00056392907061917	0.00283762722011933	2	2	4	40	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"383"	"e075d7d3b6ae899ef1e8ccba4cd5114e"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	3.02033331535516e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"384"	"597c178a32c8e105554890ac672203a1"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	0.00240352652662186	0.00871125671264166	7	5	14	100	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE
"385"	"832bc5df53bf691d3ee5f68124f2e3e0"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	6.02694907228034e-06	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"386"	"3c4244cc9a4ac8c05c6605547bbd2895"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Lactococcus"	"Lactococcus_g"	1.65572051437717e-05	0	1	0	2	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
"387"	"c1a7b95c0f53677bb5f07800601ceae9"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	3.35067721257279e-05	0	4	0	8	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"388"	"76bacceb7f42bcca76d2a8acf720f1f8"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	7.42044384766052e-05	0	4	0	8	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
"389"	"1880a72f644263b6189302318ce28dc6"	"Bacteria"	"Firmicutes"	"Bacilli"	"Lactobacillales"	"Streptococcaceae"	"Streptococcus"	"Streptococcus_g"	0.000238385208707546	0	4	0	8	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
