"sample_name","threshold","threshold_numeric","reads_before","reads_after","reads_removed","removed_pct","subject_id","site_group","swab_type2","control_status"
"005FhCUSw","0.8",0.8,24839,8117,16722,67.3215507870687,"S005","Forehead","Eswab","sample"
"005FhLUSw_3","0.8",0.8,26598,12726,13872,52.1542973155876,"S005","Forehead","Puritan_buffer","sample"
"005FhLUSw_4","0.8",0.8,12274,7300,4974,40.5246863288252,"S005","Forehead","Omni","sample"
"005FhRUSw_1","0.8",0.8,24068,3376,20692,85.9730762838624,"S005","Forehead","Copan","sample"
"005FhRUSw_2","0.8",0.8,16931,4587,12344,72.9076841297029,"S005","Forehead","Puritan_gel","sample"
"005NCXUSw","0.8",0.8,12906,1320,11586,89.7721989772199,"Control","NC","Eswab","control"
"001AcCUSw","0.9",0.9,18641,6330,12311,66.0425942814227,"S001","Antecubital","Eswab","sample"
"001AcLUSw_3","0.9",0.9,18155,4544,13611,74.971082346461,"S001","Antecubital","Puritan_buffer","sample"
"001AcLUSw_4","0.9",0.9,19841,4311,15530,78.2722645027972,"S001","Antecubital","Omni","sample"
"001AcRUSw_1","0.9",0.9,23169,3076,20093,86.7236393456774,"S001","Antecubital","Copan","sample"
"001AcRUSw_2","0.9",0.9,16556,3027,13529,81.7165982121285,"S001","Antecubital","Puritan_gel","sample"
"001FhCUSw","0.9",0.9,21239,418,20821,98.031922406893,"S001","Forehead","Eswab","sample"
"001FhLUSw_3","0.9",0.9,24471,1840,22631,92.480895754158,"S001","Forehead","Puritan_buffer","sample"
"001FhLUSw_4","0.9",0.9,15080,1288,13792,91.4588859416446,"S001","Forehead","Omni","sample"
"001FhRUSw_1","0.9",0.9,31711,912,30799,97.1240263630917,"S001","Forehead","Copan","sample"
"001FhRUSw_2","0.9",0.9,26963,1539,25424,94.2921781700849,"S001","Forehead","Puritan_gel","sample"
"001NCXUSw","0.9",0.9,21949,1186,20763,94.5965647637706,"Control","NC","Copan","control"
"002AcCUSw","0.9",0.9,8182,1068,7114,86.9469567342948,"S002","Antecubital","Eswab","sample"
"002AcLUSw_3","0.9",0.9,23229,6961,16268,70.0331482198975,"S002","Antecubital","Puritan_buffer","sample"
"002AcLUSw_4","0.9",0.9,6705,2205,4500,67.1140939597315,"S002","Antecubital","Omni","sample"
"002AcRUSw_1","0.9",0.9,22930,5333,17597,76.7422590492804,"S002","Antecubital","Copan","sample"
"002AcRUSw_2","0.9",0.9,20552,8071,12481,60.7288828337875,"S002","Antecubital","Puritan_gel","sample"
"002FhCUSw","0.9",0.9,18372,135,18237,99.2651861528413,"S002","Forehead","Eswab","sample"
"002FhLUSw_3","0.9",0.9,19696,314,19382,98.4057676685621,"S002","Forehead","Puritan_buffer","sample"
"002FhLUSw_4","0.9",0.9,20113,215,19898,98.9310396261125,"S002","Forehead","Omni","sample"
"002FhRUSw_1","0.9",0.9,12350,693,11657,94.3886639676113,"S002","Forehead","Copan","sample"
"002FhRUSw_2","0.9",0.9,25944,1937,24007,92.5339192106075,"S002","Forehead","Puritan_gel","sample"
"002NCXUSw","0.9",0.9,23836,1978,21858,91.7016277898976,"Control","NC","Puritan_gel","control"
"003AcCUSw","0.9",0.9,13439,5040,8399,62.4972096138106,"S003","Antecubital","Eswab","sample"
"003AcLUSw_3","0.9",0.9,6422,2915,3507,54.6091560261601,"S003","Antecubital","Puritan_buffer","sample"
"003AcLUSw_4","0.9",0.9,18541,7306,11235,60.5954371393129,"S003","Antecubital","Omni","sample"
"003AcRUSw_1","0.9",0.9,15562,6827,8735,56.1303174399177,"S003","Antecubital","Copan","sample"
"003AcRUSw_2","0.9",0.9,7635,3758,3877,50.7793058284217,"S003","Antecubital","Puritan_gel","sample"
"003FhCUSw","0.9",0.9,8249,532,7717,93.550733422233,"S003","Forehead","Eswab","sample"
"003FhLUSw_3","0.9",0.9,18909,344,18565,98.1807604844254,"S003","Forehead","Puritan_buffer","sample"
"003FhLUSw_4","0.9",0.9,14961,1534,13427,89.7466746875209,"S003","Forehead","Omni","sample"
"003FhRUSw_1","0.9",0.9,11048,286,10762,97.4112961622013,"S003","Forehead","Copan","sample"
"003FhRUSw_2","0.9",0.9,14496,46,14450,99.6826710816777,"S003","Forehead","Puritan_gel","sample"
"003NCXUSw","0.9",0.9,16784,1601,15183,90.4611534795043,"Control","NC","Puritan_buffer","control"
"004AcCUSw","0.9",0.9,19097,3215,15882,83.1648950096874,"S004","Antecubital","Eswab","sample"
"004AcLUSw_3","0.9",0.9,23544,2421,21123,89.717125382263,"S004","Antecubital","Puritan_buffer","sample"
"004AcLUSw_4","0.9",0.9,26755,4070,22685,84.7878901139974,"S004","Antecubital","Omni","sample"
"004AcRUSw_1","0.9",0.9,21430,7152,14278,66.6262249183388,"S004","Antecubital","Copan","sample"
"004AcRUSw_2","0.9",0.9,23333,3652,19681,84.3483478335405,"S004","Antecubital","Puritan_gel","sample"
"004FhCUSw","0.9",0.9,21899,1089,20810,95.0271701904197,"S004","Forehead","Eswab","sample"
"004FhLUSw_3","0.9",0.9,11781,3124,8657,73.4827264239029,"S004","Forehead","Puritan_buffer","sample"
"004FhLUSw_4","0.9",0.9,28264,7377,20887,73.8996603453156,"S004","Forehead","Omni","sample"
"004FhRUSw_1","0.9",0.9,18119,2476,15643,86.3347866880071,"S004","Forehead","Copan","sample"
"004FhRUSw_2","0.9",0.9,18028,3518,14510,80.4859108054138,"S004","Forehead","Puritan_gel","sample"
"004NCXUSw","0.9",0.9,15524,1427,14097,90.8077814996135,"Control","NC","Omni","control"
"005AcCUSw","0.9",0.9,15894,10297,5597,35.2145463696993,"S005","Antecubital","Eswab","sample"
"005AcLUSw_3","0.9",0.9,15165,6694,8471,55.8588855918233,"S005","Antecubital","Puritan_buffer","sample"
"005AcLUSw_4","0.9",0.9,17054,6586,10468,61.3814940776357,"S005","Antecubital","Omni","sample"
"005AcRUSw_1","0.9",0.9,17943,11939,6004,33.4615170261383,"S005","Antecubital","Copan","sample"
"005AcRUSw_2","0.9",0.9,18217,11088,7129,39.133776143163,"S005","Antecubital","Puritan_gel","sample"
"005FhCUSw","0.9",0.9,24839,6806,18033,72.5995410443255,"S005","Forehead","Eswab","sample"
"005FhLUSw_3","0.9",0.9,26598,9259,17339,65.1891119633055,"S005","Forehead","Puritan_buffer","sample"
"005FhLUSw_4","0.9",0.9,12274,251,12023,97.9550268861007,"S005","Forehead","Omni","sample"
"005FhRUSw_1","0.9",0.9,24068,2120,21948,91.1916237327572,"S005","Forehead","Copan","sample"
"005FhRUSw_2","0.9",0.9,16931,2597,14334,84.6612722225504,"S005","Forehead","Puritan_gel","sample"
"005NCXUSw","0.9",0.9,12906,1320,11586,89.7721989772199,"Control","NC","Eswab","control"
