"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"002FhCUSw","003AcCUSw",0.919608990091076,"S002","Forehead","Type 5","S003","Antecubital","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003AcCUSw",0.864582895664103,"S002","Forehead","Type 3","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003AcCUSw",0.794752369525183,"S002","Forehead","Type 4","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003AcCUSw",0.735215000918453,"S002","Forehead","Type 1","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003AcCUSw",0.786790857395352,"S002","Forehead","Type 2","S003","Antecubital","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003AcLUSw_3",0.687154870533592,"S001","Antecubital","Type 5","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003AcLUSw_3",0.699817451271948,"S001","Antecubital","Type 3","S003","Antecubital","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003AcLUSw_3",0.669128470264361,"S001","Antecubital","Type 4","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003AcLUSw_3",0.51738294507544,"S001","Antecubital","Type 1","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003AcLUSw_3",0.628963544325248,"S001","Antecubital","Type 2","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003AcLUSw_3",0.857387928926719,"S001","Forehead","Type 5","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003AcLUSw_3",0.686823331671627,"S001","Forehead","Type 3","S003","Antecubital","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003AcLUSw_3",0.606410745521549,"S001","Forehead","Type 4","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003AcLUSw_3",0.591420037990571,"S001","Forehead","Type 1","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003AcLUSw_3",0.471186871981386,"S001","Forehead","Type 2","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003AcLUSw_3",0.665044392258821,"S002","Antecubital","Type 5","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003AcLUSw_3",0.740316713521734,"S002","Antecubital","Type 3","S003","Antecubital","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003AcLUSw_3",0.759521520619313,"S002","Antecubital","Type 4","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003AcLUSw_3",0.76963323743089,"S002","Antecubital","Type 1","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003AcLUSw_3",0.733138170545144,"S002","Antecubital","Type 2","S003","Antecubital","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003AcLUSw_3",0.86591667247834,"S002","Forehead","Type 5","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003AcLUSw_3",0.73245100022108,"S002","Forehead","Type 3","S003","Antecubital","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003AcLUSw_3",0.609214603541602,"S002","Forehead","Type 4","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003AcLUSw_3",0.515458930983661,"S002","Forehead","Type 1","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003AcLUSw_3",0.613333385160139,"S002","Forehead","Type 2","S003","Antecubital","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003AcLUSw_3",0.681229544471165,"S003","Antecubital","Type 5","S003","Antecubital","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003AcLUSw_4",0.782052970498855,"S001","Antecubital","Type 5","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003AcLUSw_4",0.776028486579254,"S001","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003AcLUSw_4",0.709718664393059,"S001","Antecubital","Type 4","S003","Antecubital","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003AcLUSw_4",0.728466400818699,"S001","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003AcLUSw_4",0.773225557107327,"S001","Antecubital","Type 2","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003AcLUSw_4",0.919499722016936,"S001","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003AcLUSw_4",0.818838002390124,"S001","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003AcLUSw_4",0.787917257042569,"S001","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003AcLUSw_4",0.781565865741918,"S001","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003AcLUSw_4",0.723789164212178,"S001","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003AcLUSw_4",0.712967696525466,"S002","Antecubital","Type 5","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003AcLUSw_4",0.758294362416556,"S002","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003AcLUSw_4",0.75831130624937,"S002","Antecubital","Type 4","S003","Antecubital","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003AcLUSw_4",0.777315083218733,"S002","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003AcLUSw_4",0.729519757245017,"S002","Antecubital","Type 2","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003AcLUSw_4",0.931060017597583,"S002","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003AcLUSw_4",0.850078864677019,"S002","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003AcLUSw_4",0.800672450172217,"S002","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003AcLUSw_4",0.746370138933684,"S002","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003AcLUSw_4",0.804290211196162,"S002","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003AcLUSw_4",0.644892131327519,"S003","Antecubital","Type 5","S003","Antecubital","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003AcLUSw_4",0.646013574103645,"S003","Antecubital","Type 3","S003","Antecubital","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003AcRUSw_1",0.756354915319689,"S001","Antecubital","Type 5","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003AcRUSw_1",0.710706230154089,"S001","Antecubital","Type 3","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003AcRUSw_1",0.715871479692984,"S001","Antecubital","Type 4","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003AcRUSw_1",0.697425441288523,"S001","Antecubital","Type 1","S003","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003AcRUSw_1",0.733957213607851,"S001","Antecubital","Type 2","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003AcRUSw_1",0.932132899019423,"S001","Forehead","Type 5","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003AcRUSw_1",0.830394212960703,"S001","Forehead","Type 3","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003AcRUSw_1",0.808773830023347,"S001","Forehead","Type 4","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003AcRUSw_1",0.802423866122585,"S001","Forehead","Type 1","S003","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003AcRUSw_1",0.742899111724299,"S001","Forehead","Type 2","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003AcRUSw_1",0.803795210846524,"S002","Antecubital","Type 5","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003AcRUSw_1",0.729917572133853,"S002","Antecubital","Type 3","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003AcRUSw_1",0.778654790050386,"S002","Antecubital","Type 4","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003AcRUSw_1",0.776681787883617,"S002","Antecubital","Type 1","S003","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003AcRUSw_1",0.768251072333018,"S002","Antecubital","Type 2","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003AcRUSw_1",0.932196029795353,"S002","Forehead","Type 5","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003AcRUSw_1",0.863571673387051,"S002","Forehead","Type 3","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003AcRUSw_1",0.835728428298575,"S002","Forehead","Type 4","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003AcRUSw_1",0.763812581344945,"S002","Forehead","Type 1","S003","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003AcRUSw_1",0.827265847269712,"S002","Forehead","Type 2","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003AcRUSw_1",0.688678977395511,"S003","Antecubital","Type 5","S003","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003AcRUSw_1",0.698986121392467,"S003","Antecubital","Type 3","S003","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003AcRUSw_1",0.696473802776567,"S003","Antecubital","Type 4","S003","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003AcRUSw_2",0.77488971760408,"S001","Antecubital","Type 5","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003AcRUSw_2",0.731356201856235,"S001","Antecubital","Type 3","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003AcRUSw_2",0.761993082452595,"S001","Antecubital","Type 4","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003AcRUSw_2",0.587979527543041,"S001","Antecubital","Type 1","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003AcRUSw_2",0.711404256705709,"S001","Antecubital","Type 2","S003","Antecubital","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003AcRUSw_2",0.757812095646332,"S001","Forehead","Type 5","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003AcRUSw_2",0.522246851621633,"S001","Forehead","Type 3","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003AcRUSw_2",0.593157463794729,"S001","Forehead","Type 4","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003AcRUSw_2",0.565902162425239,"S001","Forehead","Type 1","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003AcRUSw_2",0.548582538607864,"S001","Forehead","Type 2","S003","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003AcRUSw_2",0.751864444560731,"S002","Antecubital","Type 5","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003AcRUSw_2",0.826021232986362,"S002","Antecubital","Type 3","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003AcRUSw_2",0.821859763195874,"S002","Antecubital","Type 4","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003AcRUSw_2",0.847573821125109,"S002","Antecubital","Type 1","S003","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003AcRUSw_2",0.835301392646765,"S002","Antecubital","Type 2","S003","Antecubital","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003AcRUSw_2",0.749380119921112,"S002","Forehead","Type 5","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003AcRUSw_2",0.84610581456483,"S002","Forehead","Type 3","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003AcRUSw_2",0.328121845746223,"S002","Forehead","Type 4","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003AcRUSw_2",0.497200372124534,"S002","Forehead","Type 1","S003","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003AcRUSw_2",0.354511646768032,"S002","Forehead","Type 2","S003","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003AcRUSw_2",0.790544178103901,"S003","Antecubital","Type 5","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003AcRUSw_2",0.542972779785547,"S003","Antecubital","Type 3","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003AcRUSw_2",0.802597727363572,"S003","Antecubital","Type 4","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_1","003AcRUSw_2",0.814466303377818,"S003","Antecubital","Type 1","S003","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003FhCUSw",0.920094393811933,"S001","Antecubital","Type 5","S003","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003FhCUSw",0.912000745902669,"S001","Antecubital","Type 3","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003FhCUSw",0.924134299344543,"S001","Antecubital","Type 4","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003FhCUSw",0.883790006990711,"S001","Antecubital","Type 1","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003FhCUSw",0.911353315430294,"S001","Antecubital","Type 2","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003FhCUSw",0.756624435753474,"S001","Forehead","Type 5","S003","Forehead","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003FhCUSw",0.883376986548115,"S001","Forehead","Type 3","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003FhCUSw",0.861397213028206,"S001","Forehead","Type 4","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_1","003FhCUSw",0.850720680477157,"S001","Forehead","Type 1","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhRUSw_2","003FhCUSw",0.889765648749928,"S001","Forehead","Type 2","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcCUSw","003FhCUSw",0.894130591364282,"S002","Antecubital","Type 5","S003","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_3","003FhCUSw",0.944129548841822,"S002","Antecubital","Type 3","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcLUSw_4","003FhCUSw",0.931533711436658,"S002","Antecubital","Type 4","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_1","003FhCUSw",0.953750054953517,"S002","Antecubital","Type 1","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002AcRUSw_2","003FhCUSw",0.945040934416551,"S002","Antecubital","Type 2","S003","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhCUSw","003FhCUSw",0.75066205414874,"S002","Forehead","Type 5","S003","Forehead","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_3","003FhCUSw",0.845201429259467,"S002","Forehead","Type 3","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhLUSw_4","003FhCUSw",0.839032285147051,"S002","Forehead","Type 4","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_1","003FhCUSw",0.875364336129853,"S002","Forehead","Type 1","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"002FhRUSw_2","003FhCUSw",0.845824868930131,"S002","Forehead","Type 2","S003","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcCUSw","003FhCUSw",0.852573863836544,"S003","Antecubital","Type 5","S003","Forehead","Type 5",TRUE,FALSE,TRUE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_3","003FhCUSw",0.877615782635808,"S003","Antecubital","Type 3","S003","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcLUSw_4","003FhCUSw",0.907034615627631,"S003","Antecubital","Type 4","S003","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_1","003FhCUSw",0.912761704068515,"S003","Antecubital","Type 1","S003","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"003AcRUSw_2","003FhCUSw",0.808991420518321,"S003","Antecubital","Type 2","S003","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcCUSw","003FhLUSw_3",0.930981899051802,"S001","Antecubital","Type 5","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_3","003FhLUSw_3",0.908961242556275,"S001","Antecubital","Type 3","S003","Forehead","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcLUSw_4","003FhLUSw_3",0.917421463250554,"S001","Antecubital","Type 4","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_1","003FhLUSw_3",0.86063534653067,"S001","Antecubital","Type 1","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001AcRUSw_2","003FhLUSw_3",0.912261783838701,"S001","Antecubital","Type 2","S003","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhCUSw","003FhLUSw_3",0.629188950761728,"S001","Forehead","Type 5","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_3","003FhLUSw_3",0.813450161337276,"S001","Forehead","Type 3","S003","Forehead","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
"001FhLUSw_4","003FhLUSw_3",0.758883541236408,"S001","Forehead","Type 4","S003","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","no_filter","No additional filter","unifrac","Unweighted UniFrac"
