"sample_1","sample_2","distance_value","subject_1","site_1","type_1","subject_2","site_2","type_2","same_participant","same_site","same_system","comparison_group","filter_id","filter","distance_id","distance"
"001AcLUSw_4","002AcRUSw_1",0.0539713321761412,"S001","Antecubital","Type 4","S002","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002AcRUSw_1",0.0949451041279568,"S001","Antecubital","Type 1","S002","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002AcRUSw_1",0.229519480468021,"S001","Forehead","Type 5","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002AcRUSw_1",0.172361434386851,"S001","Forehead","Type 3","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002AcRUSw_1",0.164801603390621,"S001","Forehead","Type 4","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002AcRUSw_1",0.222350077924275,"S001","Forehead","Type 1","S002","Antecubital","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002AcRUSw_1",0.182524978181823,"S001","Forehead","Type 2","S002","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002AcRUSw_1",0.155303942869524,"S002","Antecubital","Type 3","S002","Antecubital","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002AcRUSw_2",0.0241193206947365,"S001","Antecubital","Type 5","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002AcRUSw_2",0.0765092890930756,"S001","Antecubital","Type 3","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002AcRUSw_2",0.188929967872665,"S001","Antecubital","Type 4","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002AcRUSw_2",0.285694732631546,"S001","Antecubital","Type 1","S002","Antecubital","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002AcRUSw_2",0.428557212326396,"S001","Forehead","Type 5","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002AcRUSw_2",0.36912365789349,"S001","Forehead","Type 3","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002AcRUSw_2",0.360739927931125,"S001","Forehead","Type 4","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002AcRUSw_2",0.421694027902519,"S001","Forehead","Type 1","S002","Antecubital","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002AcRUSw_2",0.380842969827451,"S001","Forehead","Type 2","S002","Antecubital","Type 2",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002AcRUSw_2",0.14708760092278,"S002","Antecubital","Type 3","S002","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002AcRUSw_2",0.202679642099561,"S002","Antecubital","Type 1","S002","Antecubital","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhCUSw",0.424845902646413,"S001","Antecubital","Type 5","S002","Forehead","Type 5",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhCUSw",0.365147757006565,"S001","Antecubital","Type 3","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhCUSw",0.289710801495709,"S001","Antecubital","Type 4","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhCUSw",0.140979302515517,"S001","Antecubital","Type 1","S002","Forehead","Type 5",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhCUSw",0.00734215597084552,"S001","Forehead","Type 5","S002","Forehead","Type 5",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhCUSw",0.0642011513802297,"S001","Forehead","Type 3","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhCUSw",0.0711867156588234,"S001","Forehead","Type 4","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhCUSw",0.0143211432082908,"S001","Forehead","Type 1","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhCUSw",0.0553716734462488,"S001","Forehead","Type 2","S002","Forehead","Type 5",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhCUSw",0.389005139246436,"S002","Antecubital","Type 3","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhCUSw",0.236259578322338,"S002","Antecubital","Type 1","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhCUSw",0.43597939759958,"S002","Antecubital","Type 2","S002","Forehead","Type 5",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhLUSw_3",0.418524612296866,"S001","Antecubital","Type 5","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhLUSw_3",0.358931584069325,"S001","Antecubital","Type 3","S002","Forehead","Type 3",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhLUSw_3",0.283748149601,"S001","Antecubital","Type 4","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhLUSw_3",0.134994584590517,"S001","Antecubital","Type 1","S002","Forehead","Type 3",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhLUSw_3",0.00141205800519997,"S001","Forehead","Type 5","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhLUSw_3",0.0581494526752853,"S001","Forehead","Type 3","S002","Forehead","Type 3",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhLUSw_3",0.0651527357746298,"S001","Forehead","Type 4","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhLUSw_3",0.00826127664823511,"S001","Forehead","Type 1","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhLUSw_3",0.0492810679585535,"S001","Forehead","Type 2","S002","Forehead","Type 3",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhLUSw_3",0.383112820425168,"S002","Antecubital","Type 3","S002","Forehead","Type 3",TRUE,FALSE,TRUE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhLUSw_3",0.230267830212301,"S002","Antecubital","Type 1","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhLUSw_3",0.429741474719176,"S002","Antecubital","Type 2","S002","Forehead","Type 3",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhLUSw_3",0.00606396455082277,"S002","Forehead","Type 5","S002","Forehead","Type 3",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhLUSw_4",0.422662286865594,"S001","Antecubital","Type 5","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhLUSw_4",0.362940024880588,"S001","Antecubital","Type 3","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhLUSw_4",0.287518079342822,"S001","Antecubital","Type 4","S002","Forehead","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhLUSw_4",0.138623198205145,"S001","Antecubital","Type 1","S002","Forehead","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhLUSw_4",0.00480469281329692,"S001","Forehead","Type 5","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhLUSw_4",0.0617339856272247,"S001","Forehead","Type 3","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhLUSw_4",0.0687345707918835,"S001","Forehead","Type 4","S002","Forehead","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhLUSw_4",0.0117897398797378,"S001","Forehead","Type 1","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhLUSw_4",0.0528786546073333,"S001","Forehead","Type 2","S002","Forehead","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhLUSw_4",0.386935683988523,"S002","Antecubital","Type 3","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhLUSw_4",0.234001291042046,"S002","Antecubital","Type 1","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhLUSw_4",0.433835804549861,"S002","Antecubital","Type 2","S002","Forehead","Type 4",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhLUSw_4",0.00435810589048956,"S002","Forehead","Type 5","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhLUSw_4",0.00352583838109816,"S002","Forehead","Type 3","S002","Forehead","Type 4",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhRUSw_1",0.35098079250508,"S001","Antecubital","Type 5","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhRUSw_1",0.293323787808214,"S001","Antecubital","Type 3","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhRUSw_1",0.222151013669602,"S001","Antecubital","Type 4","S002","Forehead","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhRUSw_1",0.0755304842983504,"S001","Antecubital","Type 1","S002","Forehead","Type 1",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhRUSw_1",0.0577814222325206,"S001","Forehead","Type 5","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhRUSw_1",0.037012143795867,"S001","Forehead","Type 3","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhRUSw_1",0.0329739907192395,"S001","Forehead","Type 4","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhRUSw_1",0.0505074164541876,"S001","Forehead","Type 1","S002","Forehead","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhRUSw_1",0.0491994358440483,"S001","Forehead","Type 2","S002","Forehead","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhRUSw_1",0.320499274119338,"S002","Antecubital","Type 3","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhRUSw_1",0.169165061442448,"S002","Antecubital","Type 1","S002","Forehead","Type 1",TRUE,FALSE,TRUE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhRUSw_1",0.362883343380741,"S002","Antecubital","Type 2","S002","Forehead","Type 1",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhRUSw_1",0.0645266799298468,"S002","Forehead","Type 5","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhRUSw_1",0.0585618904732053,"S002","Forehead","Type 3","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_4","002FhRUSw_1",0.0620953682541633,"S002","Forehead","Type 4","S002","Forehead","Type 1",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","002FhRUSw_2",0.346881658077543,"S001","Antecubital","Type 5","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","002FhRUSw_2",0.289139988662569,"S001","Antecubital","Type 3","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","002FhRUSw_2",0.217900698226163,"S001","Antecubital","Type 4","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","002FhRUSw_2",0.0709763894181381,"S001","Antecubital","Type 1","S002","Forehead","Type 2",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","002FhRUSw_2",0.0626439014342764,"S001","Forehead","Type 5","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","002FhRUSw_2",0.0284140708101871,"S001","Forehead","Type 3","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","002FhRUSw_2",0.0244063106040674,"S001","Forehead","Type 4","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","002FhRUSw_2",0.0553567113995531,"S001","Forehead","Type 1","S002","Forehead","Type 2",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","002FhRUSw_2",0.0405499420378702,"S001","Forehead","Type 2","S002","Forehead","Type 2",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","002FhRUSw_2",0.316579960713296,"S002","Antecubital","Type 3","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","002FhRUSw_2",0.164781599094123,"S002","Antecubital","Type 1","S002","Forehead","Type 2",TRUE,FALSE,FALSE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","002FhRUSw_2",0.358831331366535,"S002","Antecubital","Type 2","S002","Forehead","Type 2",TRUE,FALSE,TRUE,"Within participant, between sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhCUSw","002FhRUSw_2",0.0694040906863885,"S002","Forehead","Type 5","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_3","002FhRUSw_2",0.0634251755427463,"S002","Forehead","Type 3","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_4","002FhRUSw_2",0.0669723976266531,"S002","Forehead","Type 4","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhRUSw_1","002FhRUSw_2",0.00855821360307253,"S002","Forehead","Type 1","S002","Forehead","Type 2",TRUE,TRUE,FALSE,"Within participant/site, between systems","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","003AcLUSw_4",0.616782649888471,"S001","Antecubital","Type 5","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","003AcLUSw_4",0.637231162944566,"S001","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","003AcLUSw_4",0.672002380506655,"S001","Antecubital","Type 4","S003","Antecubital","Type 4",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","003AcLUSw_4",0.800450733971306,"S001","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","003AcLUSw_4",0.921629172064314,"S001","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","003AcLUSw_4",0.872479210664007,"S001","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","003AcLUSw_4",0.864670095100221,"S001","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_1","003AcLUSw_4",0.916297184697985,"S001","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhRUSw_2","003AcLUSw_4",0.884135641932771,"S001","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcLUSw_3","003AcLUSw_4",0.57890117666843,"S002","Antecubital","Type 3","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_1","003AcLUSw_4",0.720668189814399,"S002","Antecubital","Type 1","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002AcRUSw_2","003AcLUSw_4",0.605847777938853,"S002","Antecubital","Type 2","S003","Antecubital","Type 4",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhCUSw","003AcLUSw_4",0.927557261642912,"S002","Forehead","Type 5","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_3","003AcLUSw_4",0.922490128963996,"S002","Forehead","Type 3","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhLUSw_4","003AcLUSw_4",0.926183251489238,"S002","Forehead","Type 4","S003","Antecubital","Type 4",FALSE,FALSE,TRUE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhRUSw_1","003AcLUSw_4",0.862628505548152,"S002","Forehead","Type 1","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"002FhRUSw_2","003AcLUSw_4",0.86009037256422,"S002","Forehead","Type 2","S003","Antecubital","Type 4",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcCUSw","003AcRUSw_1",0.49371200306071,"S001","Antecubital","Type 5","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_3","003AcRUSw_1",0.496455098165461,"S001","Antecubital","Type 3","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcLUSw_4","003AcRUSw_1",0.531581019411542,"S001","Antecubital","Type 4","S003","Antecubital","Type 1",FALSE,TRUE,FALSE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001AcRUSw_1","003AcRUSw_1",0.656672952680724,"S001","Antecubital","Type 1","S003","Antecubital","Type 1",FALSE,TRUE,TRUE,"Between participants, same site","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhCUSw","003AcRUSw_1",0.773581046157149,"S001","Forehead","Type 5","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_3","003AcRUSw_1",0.725911358950314,"S001","Forehead","Type 3","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
"001FhLUSw_4","003AcRUSw_1",0.718559022133766,"S001","Forehead","Type 4","S003","Antecubital","Type 1",FALSE,FALSE,FALSE,"Between participants and sites","mean_abundance_ge_1pct","Mean abundance >=1%","wunifrac","Weighted UniFrac"
