"sample_name","Observed","Shannon","subject_id","site_group","swab_type2","Type","filter_id","filter"
"004FhCUSw",68,1.11861767413959,"S004","Forehead","Eswab","Type 5","prevalence_ge_2","Prevalence >=2 samples"
"004FhLUSw_3",107,3.06262802608827,"S004","Forehead","Puritan_buffer","Type 3","prevalence_ge_2","Prevalence >=2 samples"
"004FhLUSw_4",102,3.06160589608235,"S004","Forehead","Omni","Type 4","prevalence_ge_2","Prevalence >=2 samples"
"004FhRUSw_1",110,2.91478310021236,"S004","Forehead","Copan","Type 1","prevalence_ge_2","Prevalence >=2 samples"
"004FhRUSw_2",113,3.16315332130764,"S004","Forehead","Puritan_gel","Type 2","prevalence_ge_2","Prevalence >=2 samples"
"005AcCUSw",23,2.12551587007942,"S005","Antecubital","Eswab","Type 5","prevalence_ge_2","Prevalence >=2 samples"
"005AcLUSw_3",37,2.55635997227317,"S005","Antecubital","Puritan_buffer","Type 3","prevalence_ge_2","Prevalence >=2 samples"
"005AcLUSw_4",36,2.20798549321889,"S005","Antecubital","Omni","Type 4","prevalence_ge_2","Prevalence >=2 samples"
"005AcRUSw_1",29,1.85856725830682,"S005","Antecubital","Copan","Type 1","prevalence_ge_2","Prevalence >=2 samples"
"005AcRUSw_2",20,1.93855797614941,"S005","Antecubital","Puritan_gel","Type 2","prevalence_ge_2","Prevalence >=2 samples"
"005FhCUSw",48,2.3026136584827,"S005","Forehead","Eswab","Type 5","prevalence_ge_2","Prevalence >=2 samples"
"005FhLUSw_3",48,2.10210955629861,"S005","Forehead","Puritan_buffer","Type 3","prevalence_ge_2","Prevalence >=2 samples"
"005FhLUSw_4",21,0.960408601722625,"S005","Forehead","Omni","Type 4","prevalence_ge_2","Prevalence >=2 samples"
"005FhRUSw_1",50,1.38918686194556,"S005","Forehead","Copan","Type 1","prevalence_ge_2","Prevalence >=2 samples"
"005FhRUSw_2",59,2.10428744471399,"S005","Forehead","Puritan_gel","Type 2","prevalence_ge_2","Prevalence >=2 samples"
"001AcCUSw",58,2.28201973354498,"S001","Antecubital","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"001AcLUSw_3",63,2.51140985004293,"S001","Antecubital","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"001AcLUSw_4",62,2.34988858731004,"S001","Antecubital","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"001AcRUSw_1",48,1.45206143719961,"S001","Antecubital","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"001AcRUSw_2",47,2.44558412279408,"S001","Antecubital","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"001FhCUSw",9,0.123005902156406,"S001","Forehead","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"001FhLUSw_3",21,0.521059646259781,"S001","Forehead","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"001FhLUSw_4",21,0.646098368539387,"S001","Forehead","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"001FhRUSw_1",23,0.260157679468926,"S001","Forehead","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"001FhRUSw_2",23,0.429953921946405,"S001","Forehead","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"002AcCUSw",26,1.68586926543847,"S002","Antecubital","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"002AcLUSw_3",45,1.80806435868343,"S002","Antecubital","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"002AcRUSw_1",30,1.05812096714243,"S002","Antecubital","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"002AcRUSw_2",43,1.49908831992511,"S002","Antecubital","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"002FhCUSw",8,0.061273030378955,"S002","Forehead","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"002FhLUSw_3",11,0.110782549831856,"S002","Forehead","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"002FhLUSw_4",7,0.0765550028140316,"S002","Forehead","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"002FhRUSw_1",19,0.36750831031527,"S002","Forehead","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"002FhRUSw_2",19,0.459536255915664,"S002","Forehead","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"003AcCUSw",49,2.57876501441399,"S003","Antecubital","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"003AcLUSw_4",53,2.92876980484928,"S003","Antecubital","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"003AcRUSw_1",60,3.06660534680979,"S003","Antecubital","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"003AcRUSw_2",10,1.89682258692793,"S003","Antecubital","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"003FhCUSw",11,1.14413965289049,"S003","Forehead","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"003FhLUSw_3",8,0.185950606540365,"S003","Forehead","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"003FhLUSw_4",15,0.778664804798436,"S003","Forehead","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"003FhRUSw_1",13,0.553045253150791,"S003","Forehead","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"003FhRUSw_2",4,0.064196569552866,"S003","Forehead","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"004AcCUSw",84,3.2995334031887,"S004","Antecubital","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"004AcLUSw_3",95,3.18640260488578,"S004","Antecubital","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"004AcLUSw_4",87,3.65513245557131,"S004","Antecubital","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"004AcRUSw_1",92,3.64201910095703,"S004","Antecubital","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"004AcRUSw_2",80,3.46314127872901,"S004","Antecubital","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"004FhCUSw",55,1.07008917396828,"S004","Forehead","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"004FhLUSw_3",72,2.89055373662693,"S004","Forehead","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"004FhLUSw_4",66,2.79755049907957,"S004","Forehead","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"004FhRUSw_1",70,2.59905561048715,"S004","Forehead","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"004FhRUSw_2",73,2.88936997992416,"S004","Forehead","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"005AcCUSw",20,1.94648255428767,"S005","Antecubital","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"005AcLUSw_3",25,2.45411248518711,"S005","Antecubital","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"005AcLUSw_4",23,2.08160535602719,"S005","Antecubital","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"005AcRUSw_1",19,1.56779606607345,"S005","Antecubital","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"005AcRUSw_2",15,1.6543859817554,"S005","Antecubital","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"005FhCUSw",27,1.72837470037363,"S005","Forehead","Eswab","Type 5","prevalence_ge_5","Prevalence >=5 samples"
"005FhLUSw_3",31,2.01425661382212,"S005","Forehead","Puritan_buffer","Type 3","prevalence_ge_5","Prevalence >=5 samples"
"005FhLUSw_4",15,0.91762891662687,"S005","Forehead","Omni","Type 4","prevalence_ge_5","Prevalence >=5 samples"
"005FhRUSw_1",30,1.12449382908199,"S005","Forehead","Copan","Type 1","prevalence_ge_5","Prevalence >=5 samples"
"005FhRUSw_2",37,1.8209518888901,"S005","Forehead","Puritan_gel","Type 2","prevalence_ge_5","Prevalence >=5 samples"
"001AcCUSw",58,2.28201973354498,"S001","Antecubital","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"001AcLUSw_3",63,2.51140985004293,"S001","Antecubital","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"001AcLUSw_4",62,2.34988858731004,"S001","Antecubital","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"001AcRUSw_1",48,1.45206143719961,"S001","Antecubital","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"001AcRUSw_2",47,2.44558412279408,"S001","Antecubital","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"001FhCUSw",9,0.123005902156406,"S001","Forehead","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"001FhLUSw_3",21,0.521059646259781,"S001","Forehead","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"001FhLUSw_4",21,0.646098368539387,"S001","Forehead","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"001FhRUSw_1",23,0.260157679468926,"S001","Forehead","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"001FhRUSw_2",23,0.429953921946405,"S001","Forehead","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"002AcCUSw",26,1.68586926543847,"S002","Antecubital","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"002AcLUSw_3",45,1.80806435868343,"S002","Antecubital","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"002AcRUSw_1",30,1.05812096714243,"S002","Antecubital","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"002AcRUSw_2",43,1.49908831992511,"S002","Antecubital","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"002FhCUSw",8,0.061273030378955,"S002","Forehead","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"002FhLUSw_3",11,0.110782549831856,"S002","Forehead","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"002FhLUSw_4",7,0.0765550028140316,"S002","Forehead","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"002FhRUSw_1",19,0.36750831031527,"S002","Forehead","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"002FhRUSw_2",19,0.459536255915664,"S002","Forehead","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"003AcCUSw",49,2.57876501441399,"S003","Antecubital","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"003AcLUSw_4",53,2.92876980484928,"S003","Antecubital","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"003AcRUSw_1",60,3.06660534680979,"S003","Antecubital","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"003AcRUSw_2",10,1.89682258692793,"S003","Antecubital","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"003FhCUSw",11,1.14413965289049,"S003","Forehead","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"003FhLUSw_3",8,0.185950606540365,"S003","Forehead","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"003FhLUSw_4",15,0.778664804798436,"S003","Forehead","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"003FhRUSw_1",13,0.553045253150791,"S003","Forehead","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"003FhRUSw_2",4,0.064196569552866,"S003","Forehead","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"004AcCUSw",84,3.2995334031887,"S004","Antecubital","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"004AcLUSw_3",95,3.18640260488578,"S004","Antecubital","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"004AcLUSw_4",87,3.65513245557131,"S004","Antecubital","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"004AcRUSw_1",92,3.64201910095703,"S004","Antecubital","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"004AcRUSw_2",80,3.46314127872901,"S004","Antecubital","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"004FhCUSw",55,1.07008917396828,"S004","Forehead","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"004FhLUSw_3",72,2.89055373662693,"S004","Forehead","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"004FhLUSw_4",66,2.79755049907957,"S004","Forehead","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"004FhRUSw_1",70,2.59905561048715,"S004","Forehead","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"004FhRUSw_2",73,2.88936997992416,"S004","Forehead","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"005AcCUSw",20,1.94648255428767,"S005","Antecubital","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"005AcLUSw_3",25,2.45411248518711,"S005","Antecubital","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"005AcLUSw_4",23,2.08160535602719,"S005","Antecubital","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"005AcRUSw_1",19,1.56779606607345,"S005","Antecubital","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"005AcRUSw_2",15,1.6543859817554,"S005","Antecubital","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"005FhCUSw",27,1.72837470037363,"S005","Forehead","Eswab","Type 5","prevalence_ge_10pct","Prevalence >=10% samples"
"005FhLUSw_3",31,2.01425661382212,"S005","Forehead","Puritan_buffer","Type 3","prevalence_ge_10pct","Prevalence >=10% samples"
"005FhLUSw_4",15,0.91762891662687,"S005","Forehead","Omni","Type 4","prevalence_ge_10pct","Prevalence >=10% samples"
"005FhRUSw_1",30,1.12449382908199,"S005","Forehead","Copan","Type 1","prevalence_ge_10pct","Prevalence >=10% samples"
"005FhRUSw_2",37,1.8209518888901,"S005","Forehead","Puritan_gel","Type 2","prevalence_ge_10pct","Prevalence >=10% samples"
"001AcCUSw",30,1.94102887453091,"S001","Antecubital","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001AcLUSw_3",32,2.11920676544173,"S001","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001AcLUSw_4",33,2.03104531108588,"S001","Antecubital","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001AcRUSw_1",28,1.32656750772369,"S001","Antecubital","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001AcRUSw_2",28,2.31903469587477,"S001","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001FhCUSw",8,0.111848173522831,"S001","Forehead","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001FhLUSw_3",15,0.478648742784246,"S001","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001FhLUSw_4",12,0.568633777478535,"S001","Forehead","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001FhRUSw_1",18,0.233955285197861,"S001","Forehead","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001FhRUSw_2",14,0.385478133605632,"S001","Forehead","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002AcCUSw",14,1.62833694517636,"S002","Antecubital","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002AcLUSw_3",24,1.52656613145794,"S002","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002AcRUSw_1",16,0.963709788223223,"S002","Antecubital","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002AcRUSw_2",21,1.31656724199468,"S002","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002FhCUSw",6,0.0595787836412962,"S002","Forehead","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002FhLUSw_3",7,0.100386102033058,"S002","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002FhLUSw_4",6,0.0823578747526782,"S002","Forehead","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002FhRUSw_1",12,0.324611260233872,"S002","Forehead","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"002FhRUSw_2",13,0.418806654749448,"S002","Forehead","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003AcCUSw",30,2.38777884635823,"S003","Antecubital","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003AcLUSw_4",32,2.57503226939454,"S003","Antecubital","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003AcRUSw_1",34,2.74619976727179,"S003","Antecubital","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003AcRUSw_2",10,1.95805014548851,"S003","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003FhCUSw",10,1.12964025650068,"S003","Forehead","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003FhLUSw_3",7,0.172068337227734,"S003","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003FhLUSw_4",9,0.701637171951519,"S003","Forehead","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003FhRUSw_1",10,0.501012035959262,"S003","Forehead","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"003FhRUSw_2",4,0.0636117134046275,"S003","Forehead","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004AcCUSw",40,2.92023065728065,"S004","Antecubital","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004AcLUSw_3",33,2.44098270708285,"S004","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004AcLUSw_4",33,2.96539795540939,"S004","Antecubital","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004AcRUSw_1",41,3.05016168997293,"S004","Antecubital","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004AcRUSw_2",34,2.87943083647353,"S004","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004FhCUSw",28,0.71891404156653,"S004","Forehead","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004FhLUSw_3",30,2.45780712323263,"S004","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004FhLUSw_4",27,2.31310440363015,"S004","Forehead","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004FhRUSw_1",29,2.16381254419666,"S004","Forehead","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"004FhRUSw_2",32,2.31234846392249,"S004","Forehead","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005AcCUSw",16,2.07917774696999,"S005","Antecubital","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005AcLUSw_3",19,2.34521286231653,"S005","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005AcLUSw_4",18,1.89534403336367,"S005","Antecubital","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005AcRUSw_1",18,1.74474337644295,"S005","Antecubital","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005AcRUSw_2",15,1.88612563636727,"S005","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005FhCUSw",17,1.72045204839357,"S005","Forehead","Eswab","Type 5","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005FhLUSw_3",23,1.89177272869871,"S005","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005FhLUSw_4",13,0.899798413181914,"S005","Forehead","Omni","Type 4","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005FhRUSw_1",16,0.916073001498079,"S005","Forehead","Copan","Type 1","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"005FhRUSw_2",21,1.52516219936594,"S005","Forehead","Puritan_gel","Type 2","mean_abundance_ge_0.1pct","Mean abundance >=0.1%"
"001AcCUSw",7,0.924455589028607,"S001","Antecubital","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"001AcLUSw_3",7,0.879127452070076,"S001","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"001AcLUSw_4",6,0.763259922572953,"S001","Antecubital","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"001AcRUSw_1",6,0.465792929182951,"S001","Antecubital","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"001FhCUSw",4,0.084918887364981,"S001","Forehead","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"001FhLUSw_3",3,0.256746677472744,"S001","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"001FhLUSw_4",3,0.26908394014936,"S001","Forehead","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"001FhRUSw_1",4,0.11289938582944,"S001","Forehead","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"001FhRUSw_2",3,0.245446012449545,"S001","Forehead","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"002AcLUSw_3",7,0.946462652778782,"S002","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"002AcRUSw_1",4,0.630935132253303,"S002","Antecubital","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"002AcRUSw_2",7,0.879633583457492,"S002","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"002FhCUSw",3,0.0474375491990876,"S002","Forehead","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"002FhLUSw_3",3,0.0746047305205145,"S002","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"002FhLUSw_4",3,0.0658118749005024,"S002","Forehead","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"002FhRUSw_1",5,0.223972549018794,"S002","Forehead","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"002FhRUSw_2",5,0.244319356111808,"S002","Forehead","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"003AcLUSw_4",9,1.6486859959536,"S003","Antecubital","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"003AcRUSw_1",9,1.85429999489182,"S003","Antecubital","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"003FhLUSw_3",4,0.0936661595761315,"S003","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"003FhLUSw_4",4,0.426058279836267,"S003","Forehead","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"003FhRUSw_1",5,0.380344742773895,"S003","Forehead","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"003FhRUSw_2",3,0.0576844970258714,"S003","Forehead","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"004FhCUSw",5,0.247880134845362,"S004","Forehead","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"004FhLUSw_4",6,1.21775643234623,"S004","Forehead","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"004FhRUSw_1",5,1.10500558373002,"S004","Forehead","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"004FhRUSw_2",7,1.20467703657604,"S004","Forehead","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"005AcCUSw",6,1.12788835776243,"S005","Antecubital","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"005AcLUSw_3",6,1.12570642462127,"S005","Antecubital","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"005AcLUSw_4",6,0.583360119958807,"S005","Antecubital","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"005AcRUSw_1",6,0.902003668194786,"S005","Antecubital","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"005AcRUSw_2",4,0.891306642686583,"S005","Antecubital","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
"005FhCUSw",7,1.00756448260247,"S005","Forehead","Eswab","Type 5","mean_abundance_ge_1pct","Mean abundance >=1%"
"005FhLUSw_3",6,0.700521695854332,"S005","Forehead","Puritan_buffer","Type 3","mean_abundance_ge_1pct","Mean abundance >=1%"
"005FhLUSw_4",5,0.712919780169577,"S005","Forehead","Omni","Type 4","mean_abundance_ge_1pct","Mean abundance >=1%"
"005FhRUSw_1",5,0.345772978804825,"S005","Forehead","Copan","Type 1","mean_abundance_ge_1pct","Mean abundance >=1%"
"005FhRUSw_2",7,0.532468450632941,"S005","Forehead","Puritan_gel","Type 2","mean_abundance_ge_1pct","Mean abundance >=1%"
